Area Type,Availability,Location,Size,Society,Total Sqft,Balcony,Price,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
Super built-up  Area,19-Sep,Chandapura,1 BHK,SuVue S,520,1.0,14.04,7/10/22,2.0,17000.0,1200.0,4 out of 5,Super Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,OLd Gurappanapalya,3 BHK,SoliaMa,2000,2.0,160.0,6/18/22,2.0,12000.0,500.0,1 out of 2,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,2.0,75.0,6/17/22,3.0,25000.0,1300.0,Ground out of 5,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1152,1.0,65.0,6/25/22,2.0,13000.0,600.0,1 out of 3,Super Area,Ramchandrapuram Mandal,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,20-Dec,"ECC Road, Whitefield, ",3 BHK,,1575,2.0,93.0,6/25/22,3.0,35000.0,1565.0,1 out of 6,Carpet Area,"KMR Estates, Serilingampally",Hyderabad,Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1965,2.0,125.0,7/6/22,1.0,6500.0,350.0,2 out of 4,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Ramanjaneyanagar,3 BHK,Siite E,1300,2.0,70.0,6/3/22,2.0,11000.0,1100.0,1 out of 4,Super Area,"Padmanabha Nagar, Mehdipatnam",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,1,,120.0,5/12/22,2.0,25000.0,1200.0,1 out of 6,Super Area,Vijay nagar colony m,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-Apr,Marathahalli,2 BHK,,957,1.0,47.0,6/3/22,3.0,35000.0,2000.0,1 out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Hoskote,3 BHK,Thiced ,1740,3.0,60.0,5/25/22,3.0,27000.0,2200.0,3 out of 6,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Plot  Area,Ready To Move,Kanakpura Road,5 Bedroom,,1080,3.0,65.0,7/6/22,3.0,18000.0,1400.0,2 out of 4,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,,1060,0.0,35.0,5/6/22,3.0,20000.0,1950.0,5 out of 6,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Carpet  Area,Ready To Move,Chikkadunnasandra,2 BHK,,975,2.0,50.0,5/16/22,2.0,8500.0,130.0,1 out of 1,Carpet Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-May,Ramamurthy Nagar,2 BHK,,1150,2.0,51.0,6/10/22,2.0,14000.0,1300.0,Ground out of 2,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1738,3.0,79.0,6/9/22,3.0,35000.0,1675.0,5 out of 12,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,18-May,Bommanahalli,3 BHK,,1250,2.0,55.0,7/6/22,2.0,16000.0,1135.0,3 out of 5,Super Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Dhncyud,1788,2.0,90.0,5/12/22,3.0,20000.0,1800.0,3 out of 4,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,19-Dec,Kanakapura,2 BHK,GoityEt,1151,1.0,59.0,6/14/22,3.0,18000.0,1400.0,1 out of 5,Super Area,Attapur,Hyderabad,Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Evood S,1300,2.0,60.0,7/6/22,4.0,140000.0,3698.0,16 out of 22,Carpet Area,"Gachibowli CUC, Outer Ring Road",Hyderabad,Semi-Furnished,Family,5.0,Contact Agent
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,1.0,52.8,5/12/22,2.0,10000.0,950.0,Ground out of 4,Super Area,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Akshya Nagar,2 BHK,,1380,1.0,75.0,5/12/22,2.0,12000.0,650.0,1 out of 2,Super Area,Begumpet,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,2.0,117.0,6/24/22,1.0,5300.0,100.0,3 out of 3,Carpet Area,in 1-71/1/a,Hyderabad,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1141,1.0,45.9,5/25/22,2.0,11000.0,950.0,2 out of 3,Carpet Area,IDA Uppal,Hyderabad,Unfurnished,Bachelors,2.0,Contact Owner
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,82.5,6/10/22,2.0,12000.0,1000.0,1 out of 2,Carpet Area,"New Nagole Colony, Kothapet",Hyderabad,Unfurnished,Bachelors,2.0,Contact Owner
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,,1355,1.0,61.0,6/6/22,2.0,12000.0,900.0,3 out of 4,Carpet Area,Gwachiwali,Hyderabad,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1150,0.0,70.0,5/29/22,3.0,20000.0,1800.0,7 out of 10,Carpet Area,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,18-May,Indranagar  100ft road defence colony,5 BHK,,5800,,80.0,7/2/22,2.0,13000.0,1000.0,2 out of 3,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Canara Bank Colony,2 BHK,,1000,2.0,45.0,5/9/22,3.0,22000.0,1800.0,2 out of 5,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,20-Jan,Balagere,2 BHK,Soresea,1007,1.0,65.0,5/12/22,2.0,15000.0,1000.0,2 out of 4,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Wajid layout thanisandra,4 BHK,,3000,2.0,100.0,5/12/22,1.0,5400.0,450.0,1 out of 2,Super Area,Jeedimetla,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1436,3.0,70.0,5/28/22,3.0,16500.0,1771.0,2 out of 5,Super Area,Bandam Kommu,Hyderabad,Unfurnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,4000,3.0,220.0,6/29/22,2.0,12000.0,1150.0,4 out of 5,Carpet Area," in Erragadda, NH 9",Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Somasundara Palya,3 BHK,ManceEl,2372,,140.0,6/22/22,2.0,8500.0,1000.0,2 out of 3,Super Area,Musheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,R.T. Nagar,6 Bedroom,,1500,,240.0,5/8/22,2.0,14000.0,1050.0,2 out of 5,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors,2.0,Contact Owner
Super built-up  Area,18-Jan,BTM Layout,3 BHK,,167Sq. Meter,2.0,10.0,6/8/22,3.0,15000.0,1500.0,2 out of 3,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,,1200,0.0,150.0,5/12/22,2.0,6000.0,750.0,1 out of 2,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-Mar,Rayasandra,2 BHK,,1016,1.0,58.0,5/12/22,2.0,14000.0,1100.0,Ground out of 4,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,48.0,6/29/22,2.0,15000.0,800.0,Ground out of 3,Super Area,Road no 3 banjara hills hyderabad 500035,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,B Channasandra,2 BHK,PrncyRe,1080,1.0,45.0,7/2/22,3.0,37000.0,150.0,1 out of 5,Carpet Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors,3.0,Contact Agent
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,1.0,60.0,6/30/22,1.0,6500.0,750.0,2 out of 3,Super Area,"Bapu Nagar, Lakdikapul",Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,PrpiaSr,1532,1.0,115.0,5/20/22,2.0,10000.0,600.0,2 out of 3,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Hennur,2 BHK,MDncyhi,1040,2.0,42.12,5/25/22,2.0,12000.0,1080.0,2 out of 3,Super Area,"Habsiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Laxmi Sagar Layout,3 Bedroom,Pudgear,3100,3.0,250.0,4/28/22,2.0,12000.0,1100.0,3 out of 3,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,21-Jun,Tumkur Road,2 BHK,Coowsri,1076 - 1199,0.0,48.905,5/17/22,2.0,9000.0,750.0,2 out of 3,Super Area,Alwal,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2.0,51.6,7/10/22,3.0,60000.0,2405.0,10 out of 14,Super Area,"Khaja Guda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,4.0,Contact Agent
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,,1160,0.0,163.0,4/30/22,2.0,18000.0,1248.0,4 out of 5,Carpet Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,ITPL,4 BHK,,3262,2.0,205.0,6/2/22,2.0,14000.0,1110.0,2 out of 5,Carpet Area,Dhulapally,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Achins Road,7 Bedroom,,2100,0.0,410.0,7/10/22,3.0,50000.0,2300.0,2 out of 5,Carpet Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
Built-up  Area,Ready To Move,Uvce Layout,2 BHK,,1190,2.0,100.0,7/8/22,2.0,17000.0,1000.0,3 out of 5,Carpet Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors,2.0,Contact Owner
Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,SApusnu,1827,3.0,100.0,5/6/22,2.0,9000.0,800.0,4 out of 5,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,Srayatr,1210,1.0,75.0,7/6/22,4.0,80000.0,3115.0,3 out of 3,Super Area,"Hormany nest Apartments gandipet Apartmentge hyderabad, Hyderabad",Hyderabad,Furnished,Bachelors/Family,5.0,Contact Owner
Super built-up  Area,Ready To Move,New Thippasandra,3 BHK,Srmitev,1500,3.0,95.0,6/22/22,1.0,7500.0,500.0,1 out of 2,Super Area,"Saroornagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,53.5,5/15/22,2.0,14000.0,950.0,5 out of 5,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,21-Mar,Hebbal,2 BHK,Oztarol,1251,1.0,88.73,7/6/22,2.0,14000.0,1374.0,2 out of 3,Super Area,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,RotatHa,1600,2.0,115.0,4/30/22,1.0,10000.0,1300.0,Ground out of 1,Carpet Area,Khanapur,Hyderabad,Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,1.0,65.5,5/25/22,2.0,17000.0,1150.0,5 out of 6,Super Area,Abhyudaya Nagar,Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,2.0,93.0,7/2/22,1.0,6500.0,450.0,2 out of 3,Carpet Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors,1.0,Contact Owner
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,2.0,159.0,5/6/22,2.0,10000.0,927.0,3 out of 5,Super Area,Bachupally,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Dehts H,1510,3.0,59.0,6/25/22,3.0,22000.0,1500.0,4 out of 5,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Hoodi,3 BHK,SMaxyay,1925,3.0,114.0,7/6/22,2.0,15000.0,1200.0,1 out of 3,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Hennur Road,3 Bedroom,LGapeon,2651,2.0,225.0,5/29/22,2.0,12000.0,1200.0,Ground out of 2,Super Area,Patelguda,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,2.0,147.0,7/6/22,3.0,52000.0,2800.0,16 out of 19,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Furnished,Family,3.0,Contact Agent
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,GancyRe,1000,2.0,36.0,5/6/22,1.0,6500.0,562.0,3 out of 4,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,KR Puram,3 Bedroom,Salle F,1752,2.0,145.0,6/19/22,2.0,20000.0,1500.0,1 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,ArrdsOr,960,3.0,56.0,5/6/22,3.0,25000.0,1950.0,Ground out of 3,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Gattigere,2 BHK,Vaw 2il,1180,2.0,63.0,7/10/22,3.0,14000.0,1360.0,3 out of 8,Super Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors,2.0,Contact Owner
Built-up  Area,Ready To Move,Benson Town,3 BHK,Fants A,2270,1.0,180.0,6/25/22,3.0,25000.0,1800.0,1 out of 3,Super Area,Prashanth hills,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Built-up  Area,Ready To Move,NRI Layout,2 Bedroom,,650,0.0,59.0,5/31/22,2.0,12500.0,950.0,2 out of 8,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,,1200,1.0,75.0,7/5/22,2.0,12000.0,780.0,3 out of 3,Carpet Area,Sri BALAJI CLASSIC BHAVANI NAGAR RD NO 5,Hyderabad,Unfurnished,Bachelors,2.0,Contact Owner
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,1.0,46.0,6/10/22,1.0,10000.0,500.0,1 out of 3,Super Area,"Khairatabad, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,18-Jan,Roopena Agrahara,3 BHK,,1300,2.0,47.0,5/18/22,2.0,17000.0,1050.0,3 out of 5,Super Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1157,0.0,40.0,7/10/22,1.0,15500.0,600.0,Upper Basement out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1.0,Contact Agent
Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,PrarePa,1300,2.0,69.0,5/29/22,3.0,65000.0,1800.0,Ground out of 1,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1305,1.0,59.0,7/6/22,3.0,60000.0,1800.0,14 out of 30,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3.0,Contact Agent
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2006,2.0,196.0,7/6/22,3.0,45000.0,1900.0,4 out of 10,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3.0,Contact Agent
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1290,1.0,80.0,6/18/22,2.0,10500.0,1100.0,3 out of 5,Super Area,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Hoskote,2 BHK,VRrtsa ,1170,3.0,45.0,5/24/22,2.0,9000.0,200.0,2 out of 7,Super Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Cottonpet,4 Bedroom,,971,2.0,135.0,5/6/22,3.0,20000.0,1400.0,3 out of 5,Super Area,Nawab Saheb Kunta,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,Coona A,1400,3.0,78.0,7/6/22,2.0,20000.0,1200.0,2 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2.0,Contact Agent
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200,2.0,75.0,5/6/22,3.0,18000.0,1600.0,2 out of 5,Super Area,"Quthbullapur, NH 7",Hyderabad,Furnished,Bachelors/Family,3.0,Contact Owner
Built-up  Area,Ready To Move,Kamakshipalya,3 BHK,Viaxy G,1155,0.0,60.0,5/6/22,2.0,12000.0,1150.0,2 out of 5,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Hormavu,3 BHK,Cadel C,1725,2.0,85.0,5/6/22,2.0,12000.0,130.0,2 out of 3,Super Area,"Subhash Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,PrarePa,700,1.0,40.0,6/27/22,4.0,120000.0,3800.0,1 out of 1,Carpet Area,"MLA Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,4.0,Contact Agent
Built-up  Area,Ready To Move,Yemlur,4 Bedroom,Epllan ,7000,,2050.0,4/30/22,3.0,28000.0,1720.0,4 out of 10,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1112,1.0,88.0,4/30/22,1.0,6000.0,500.0,1 out of 3,Super Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,ManceEl,1178,,78.0,6/14/22,2.0,12500.0,1200.0,2 out of 6,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,20-Jan,Badavala Nagar,2 BHK,DNncasa,1274,1.0,81.0,5/6/22,4.0,31000.0,2400.0,2 out of 4,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,4.0,Contact Owner
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Vabow R,915,1.0,32.0,5/25/22,2.0,7000.0,800.0,3 out of 4,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,6th Phase JP Nagar,8 Bedroom,,1650,2.0,135.0,6/24/22,2.0,22000.0,1300.0,4 out of 5,Super Area,"Basheer Bagh, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Hosur Road,1 BHK,Collsrn,760,2.0,21.28,4/30/22,2.0,17500.0,1400.0,4 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Maragondanahalli,3 BHK,ArnzaFi,1540,2.0,68.0,6/4/22,2.0,14000.0,650.0,1 out of 3,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,P&T Layout,2 BHK,,1206,3.0,38.5,6/12/22,2.0,9500.0,103.0,2 out of 4,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,2.0,95.0,4/30/22,1.0,7000.0,950.0,1 out of 5,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Canara Bank Layout,4 Bedroom,,1200,2.0,170.0,5/6/22,3.0,15000.0,1500.0,3 out of 5,Super Area,RTC Colony-Chandanagar,Hyderabad,Unfurnished,Bachelors/Family,3.0,Contact Owner
Plot  Area,Ready To Move,singapura paradise,4 Bedroom,,1200,1.0,140.0,6/30/22,3.0,15000.0,1550.0,5 out of 5,Carpet Area," in Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Nehru Nagar,4 BHK,Undge T,2342,2.0,115.0,7/6/22,2.0,10000.0,140.0,2 out of 4,Super Area,"Sivarampalli, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Kannur,3 BHK,,1200,1.0,55.0,7/6/22,3.0,14000.0,1800.0,1 out of 2,Super Area,Kanchan Bagh,Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,MDoseim,1056,2.0,33.0,7/8/22,4.0,85000.0,2550.0,2 out of 3,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,4.0,Contact Agent
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,,4800,,225.0,5/12/22,1.0,5500.0,500.0,Ground out of 3,Super Area,Vikas Nagar-Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1450,3.0,54.3,5/12/22,2.0,14000.0,800.0,Ground out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-Apr,Thirumenahalli,2 BHK,MNtha A,1161,2.0,36.69,5/20/22,2.0,10000.0,800.0,1 out of 2,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Dollars Colony,2 BHK,Koowsis,1097,3.0,65.0,5/12/22,2.0,10000.0,1300.0,2 out of 4,Super Area,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,850,2.0,35.0,5/12/22,2.0,13000.0,600.0,2 out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1715,2.0,115.0,5/12/22,3.0,20000.0,1000.0,2 out of 6,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,Shntsad,2300,,317.0,6/10/22,3.0,25000.0,1000.0,1 out of 4,Carpet Area,OU Colony-Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1200,1.0,59.0,5/12/22,1.0,7500.0,500.0,2 out of 3,Super Area,"Janachaitanya colony, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,18-Oct,8th Phase JP Nagar,2 BHK,,1080,2.0,38.0,6/6/22,1.0,200000.0,8000.0,Ground out of 4,Super Area," Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,10.0,Contact Owner
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1200,1.0,50.3,5/1/22,2.0,12000.0,1100.0,2 out of 3,Carpet Area,"Gangaram, Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,4th Block Koramangala,4 Bedroom,,2400,0.0,550.0,7/3/22,2.0,9500.0,1100.0,Ground out of 3,Carpet Area,"Kanaka Durga Colony, Gudimalkapur",Hyderabad,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Sriseva,1400,1.0,78.0,5/6/22,2.0,12000.0,200.0,1 out of 1,Carpet Area,railway employees housing colony Bollarum,Hyderabad,Unfurnished,Bachelors,2.0,Contact Owner
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Vastael,1500,3.0,200.0,5/25/22,2.0,10000.0,1800.0,2 out of 3,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Family,2.0,Contact Owner
Carpet  Area,20-Dec,Kanakpura Road,1 BHK,Roiti A,381 - 535,0.0,19.695,7/8/22,2.0,8000.0,190.0,1 out of 1,Super Area,Gurramguda balaj homes p no 4,Hyderabad,Furnished,Bachelors/Family,2.0,Contact Owner
